RA[deg] Ê Ê Ê,Dec[deg] Ê
266.384,-17.722
212.226,-42.083
96.736,-45.629
29.202,-38.37
233.237,2.806
280.857,7.769
179.994,52.448
292.955,-9.658
345.889,-13.853
17.338,-11.64
290.302,26.303
202.17,-45.611
341.11,-31.311
133.113,1.288
237.541,-0.099
297.288,-59.807
197.986,-33.039
104.947,19.226
81.438,-5.929
207.767,-86.111
247.241,-30.049
276.661,-21.542
189.183,-22.451
259.203,-46.417
27.994,55.177
265.58,-55.175
192.721,20.95
316.745,47.232
325.21,33.12
167.215,-19.025
208.418,10.155
196.509,-37.262
8.433,-2.68
194.286,3.22
298.487,-4.025
344.743,19.682
248.883,-53.586
87.382,-26.809
80.782,22.215
280.329,-71.562
72.216,-73.015
300.077,-18.769
102.293,-37.627
245.191,2.402
107.369,-2.436
185.294,0.022
113.032,-39.52
88.944,-50.637
136.524,20.083
74.376,-35.054
190.685,4.373
219.665,41.406
266.669,-80.268
140.587,9.453
192.968,22.357
24.173,-18.516
257.386,-2.278
269.376,26.85
123.809,-45.426
42.712,-68.542
53.446,9.359
38.605,38.767
54.716,-3.075
247.898,-9.366
233.997,-69.921
356.957,-33.568
353.763,-52.615
314.921,-14.74
107.149,-42.604
197.121,-4.675
74.328,10.041
306.948,45.423
27.11,-28.499
149.371,-67.289
141.704,-3.675
71.884,-39.258
348.565,43.43
105.343,59.906
223.876,-10.335
305.218,38.916
200.369,11.289
293.699,-32.562
331.471,45.144
168.703,-29.55
226.757,-36.329
14.565,9.072
49.089,-13.738
340.936,12.136
62.119,-21.808
185.884,-25.623
344.734,26.225
257.886,-11.312
305.983,-79.742
204.246,-72.125
6.31,-19.098
71.384,-21.105
340.709,-2.411
316.707,46.751
162.516,-42.694
69.959,-0.864
67.965,-7.103
105.906,-12.5
262.829,-45.847
232.433,8.631
303.488,62.168
102.228,7.819
286.188,50.371
83.656,-1.51
173.809,45.467
152.159,-6.227
275.089,38.835
247.765,-2.618
282.086,3.396
323.59,0.247
115.868,-39.595
27.089,15.437
29.164,56.642
315.357,-18.103
77.289,-49.137
314.49,-25.191
57.443,-47.041
41.753,-48.878
116.867,60.646
9.121,23.564
185.721,-59.656
53.465,-65.76
208.989,33.453
242.341,-37.752
219.295,-45.764
249.467,-11.105
202.382,-26.614
302.34,-2.112
91.444,-39.255
126.527,-31.642
318.368,-21.973
241.123,-15.36
206.82,-16.648
308.011,68.185
91.722,44.981
350.953,6.698
225.971,51.794
94.19,17.165
20.158,13.173
192.125,-44.291
222.596,71.397
124.133,52.896
111.473,-12.33
164.821,-66.596
142.856,-57.905
72.883,-43.975
40.955,9.525
333.815,-4.071
104.37,-46.657
298.69,-37.979
359.533,7.224
231.125,2.772
321.092,40.586
73.067,7.062
199.369,-60.049
258.725,15.018
86.579,-22.869
245.475,-21.146
116.194,-26.33
33.278,-12.288
101.025,-31.757
161.637,-80.191
56.222,-12.889
137.655,-26.219
266.773,-17.162
95.347,65.401
104.645,34.94
23.859,-42.019
239.478,-4.515
183.109,-4.914
194.89,-23.513
265.646,41.451
28.957,-1.752
42.727,66.215
11.552,0.218
86.172,44.284
187.946,-44.883
218.948,-20.403
239.464,1.331
186.412,47.909
295.736,4.313
36.059,-29.484
184.508,-20.984
10.584,-26.658
164.521,46.57
273.003,4.302
46.936,-8.229
335.612,-21.256
266.015,11.392
289.468,-2.234
224.248,-14.914
123.818,5.304
287.407,3.82
138.97,-46.466
118.223,25.738
110.924,-32.874
71.516,-47.28
327.515,-5.781
79.399,-3.226
337.601,31.583
174.046,-65.972
10.275,-67.913
222.563,-33.946
238.566,-32.715
93.691,-60.429
121.393,-12.793
98.172,-11.914
53.524,-10.518
20.144,-6.13
196.856,-42.496
239.7,-44.767
257.741,84.692
60.205,-71.919
245.393,-24.893
164.695,-7.4
232.802,16.842
61.19,-49.757
265.013,28.696
352.794,-61.587
221.122,-71.406
204.734,-43.788
25.571,28.322
26.896,4.293
266.934,17.25
257.056,-3.262
145.428,-70.675
328.823,20.255
317.317,-18.54
254.607,-1.62
125.07,-2.723
301.562,-19.814
229.893,-5.736
329.971,28.438
277.41,25.55
312.897,17.201
318.951,-38.292
318.677,-32.939
209.735,-45.706
299.186,24.669
72.889,-13.606
316.508,-13.262
102.069,8.905
219.216,5.142
284.82,23.263
184.257,1.605
173.898,-55.822
65.582,-40.105
78.222,51.635
161.683,27.49
116.419,46.047
86.075,-61.031
104.548,-26.841
174.777,57.335
16.908,-29.821
83.029,-12.21
245.143,-19.641
26.335,-43.594
212.61,23.501
350.721,8.413
180.312,27.751
250.368,14.89
354.049,24.668
242.338,-48.163
23.833,50.218
208.275,-12.269
96.219,-81.966
242.674,49.421
65.447,43.286
264.291,55.891
32.974,20.345
46.248,-39.771
334.658,-29.924
357.786,-11.707
46.644,31.955
45.262,-57.51
224.413,-6.821
121.393,-6.873
106.94,-69.639
72.825,-29.592
127.759,38.945
194.331,-48.254
97.461,-34.694
342.806,-61.314
275.158,-9.128
44.063,-9.724
323.118,-0.657
288.779,-24.005
322.189,-83.963
70.298,-29.608
38.87,-57.13
234.746,-15.462
293.636,-9.183
8.687,-46.122
267.867,-12.497
221.677,-31.982
48.331,-26.983
0.999,22.178
17.512,37.13
153.787,-41.557
299.842,54.969
217.439,12.607
135.783,-29.586
245.114,-60.181
127.656,-24.281
223.646,59.418
233.544,-71.339
317.545,-45.162
302.049,-10.06
23.282,-27.254
56.68,-58.978
185.899,20.934
15.261,-8.972
30.497,-13.796
240.577,-16.843
358.975,54.549
358.044,51.089
51.839,10.599
85.355,36.994
303.356,-8.339
156.306,-39.29
259.795,-32.098
311.673,80.173
66.598,-76.263
56.42,-79.134
336.991,-12.478
143.59,21.032
291.191,33.601
109.829,35.182
309.054,-0.093
58.471,-28.599
185.276,-23.251
180.202,-37.425
331.73,0.898
341.661,11.405
33.684,-22.148
275.281,-52.926
168.964,-44.222
139.79,-4.155
184.123,-58.819
292.565,-53.374
254.436,0.195
140.174,-36.868
357.173,-51.095
278.344,-12.01
283.926,-66.437
261.991,-57.276
256.761,-69.875
210.672,31.853
192.027,16.622
216.155,-27.929
221.029,39.772
63.079,-51.031
189.814,-23.663
42.521,-28.021
81.85,41.845
231.251,38.844
59.233,-57.672
330.857,-22.387
278.106,-5.944
94.775,-8.043
298.569,-62.219
149.018,6.385
51.793,-32.526
129.277,-44.125
8.45,-35.819
124.504,-36.741
90.076,-70.439
251.145,-68.264
111.55,-6.793
251.922,-37.833
232.714,-2.553
193.185,29.425
247.201,-12.914
319.192,-3.495
116.482,-4.843
172.286,-41.781
147.993,7.624
307.328,-50.879
246.033,43.905
94.286,-31.332
340.56,0.885
75.57,-72.06
198.905,-33.798
275.633,-16.318
136.037,-43.919
212.998,-56.869
31.596,14.245
270.649,-35.911
273.092,-8.284
152.065,7.411
281.676,-36.01
291.849,21.261
170.606,-25.551
33.367,-41.314
293.785,-11.296
333.651,0.037
330.044,-11.883
15.786,-58.225
124.277,33.619
344.079,-4.904
226.066,8.517
33.967,52.278
322.177,15.041
29.407,-44.889
75.411,-18.826
99.979,17.586
84.027,13.455
112.204,-30.026
113.406,-62.549
88.503,-67.757
296.887,-38.707
126.976,-38.078
261.107,1.991
275.594,15.974
143.574,59.736
109.569,50.326
52.097,-35.989
77.834,-51.548
118.887,-71.473
30.324,-16.932
88.977,-10.916
324.764,54.939
174.822,50.103
89.233,-2.044
167.392,-50.943
121.454,-8.054
136.603,-3.129
322.986,51.955
106.27,12.312
339.816,-18.837
170.127,56.967
316.273,-16.192
13.226,-15.899
200.669,-30.511
37.08,29.649
182.781,-48.935
350.841,0.077
222.441,-41.065
304.512,-46.065
334.53,-49.569
58.928,-12.702
254.117,82.475
161.854,72.526
177.882,30.94
344.276,-2.495
268.093,-53.74
205.135,0.486
359.093,29.41
159.977,9.044
261.528,-7.94
326.556,-45.922
201.829,75.037
214.201,-67.353
146.237,30.771
232.858,-41.067
97.154,1.107
317.085,-8.629
212.381,-15.169
168.496,-24.226
31.975,29.258
273.822,31.692
217.13,-48.898
181.512,17.281
252.552,-49.645
51.718,-12.254
270.548,16.394
7.333,-0.251
154.432,0.765
114.33,43.404
116.833,-58.026
267.747,-20.056
348.909,-73.038
148.832,16.265
230.436,-7.286
125.924,51.075
52.474,-67.062
219.181,48.588
236.005,24.827
233.858,-8.118
354.62,-28.223
242.708,-38.502
317.928,60.735
248.702,18.586
83.645,-5.759
76.125,-21.603
69.62,-4.671
14.295,-41.422
151.165,-24.542
29.329,-31.537
265.322,-44.36
86.312,-16.203
271.282,6.744
63.618,-8.077
269.577,63.347
154.764,9.347
64.027,-10.636
273.626,-46.789
15.933,-7.34
141.31,-56.955
216.903,23.721
84.692,-13.074
342.268,22.986
357.088,-59.468
357.477,-60.601
5.782,44.068
313.992,-22.463
24.643,-39.212
202.218,-44.258
294.439,-15.651
263.617,6.02
119.51,-4.983
9.876,-15.989
257.017,74.339
106.802,27.604
100.632,-15.731
130.565,-8.812
140.202,-55.136
141.014,-51.035
301.661,31.257
87.342,-23.928
277.066,-61.664
191.709,36.61
219.062,54.739
303.979,-50.978
148.356,19.482
226.583,-19.285
229.849,-22.437
229.103,-47.303
310.263,-23.11
90.475,-9.584
175.75,4.316
197.226,84.179
253.061,-19.195
232.077,32.199
257.686,-49.769
12.2,-40.997
99.795,-22.226
253.698,-25.033
263.13,33.433
126.286,-24.565
161.995,-1.636
297.06,12.047
226.473,18.937
275.327,-73.982
120.484,-5.984
260.201,34.763
355.258,-47.268
55.495,-37.899
126.831,-47.638
149.587,-58.198
280.463,-24.177
205.861,-10.295
128.346,-62.192
142.574,47.008
172.112,-38.1
281.12,51.965
181.333,-38.624
354.677,-50.233
353.609,42.829
65.744,-28.783
139.694,-34.456
346.333,12.133
355.736,3.463
143.831,-14.249
273.905,-46.523
252.945,10.044
102.851,-58.763
152.28,-48.834
92.607,-76.43
104.008,-74.089
129.588,-8.81
178.213,66.635
115.73,-56.129
306.926,-22.919
54.249,5.925
155.933,64.621
252.348,-56.672
315.624,61.929
95.196,-38.418
176.095,39.787
222.096,1.338
24.558,82.279
67.656,31.949
33.298,-0.101
340.075,-27.151
227.578,-17.747
108.92,-38.938
83.321,5.026
232.954,-33.85
349.127,-45.164
241.11,-31.187
194.673,-30.583
184.331,-20.097
317.677,-3.409
133.275,-74.434
180.997,77.264
281.772,18.131
161.074,-10.985
87.271,-50.803
142.397,-19.59
289.87,-40.886
156.532,10.708
324.394,-10.614
49.992,-54.836
226.58,-20.177
101.174,-55.367
32.752,-39.493
245.824,60.099
71.363,16.917
248.949,-29.084
312.495,-39.771
238.128,-10.781
184.994,-70.264
260.271,-67.203
228.979,23.544
318.096,-71.644
94.959,-40.939
142.618,4.999
25.981,-0.188
21.101,3.425
169.632,-0.469
212.983,-45.003
215.768,-47.262
278.511,-35.806
177.251,26.258
35.409,-56.968
264.043,-18.43
341.487,-33.035
256.527,-24.325
292.963,-20.768
115.633,-3.34
126.9,65.27
262.182,6.397
208.708,-43.515
235.616,-2.685
131.636,-5.456
246.665,-41.822
82.233,52.977
78.626,3.485
316.181,37.272
346.502,-20.915
155.721,8.316
133.108,-26.328
217.699,-4.492
269.567,-32.14
191.454,-9.536
98.929,66.17
307.982,-25.896
49.256,-61.902
63.435,6.939
345.717,-2.944
105.601,-13.437
52.606,-10.898
45.993,-62.276
329.508,-27.374
309.484,-41.446
356.828,33.451
82.794,-9.082
80.349,-71.382
316.645,-27.503
22.32,-25.91
282.35,28.496
153.991,4.545
14.948,-5.599
341.995,-31.095
349.08,13.072
26.584,24.288
29.075,-20.902
59.508,-20.345
191.365,13.71
327.512,-25.659
343.411,-33.622
44.582,-32.725
78.982,-42.898
210.662,-25.208
152.771,-57.91
48.105,0.023
171.31,-24.949
178.568,26.556
279.895,-47.169
302.963,-19.771
150.085,67.828
162.073,13.069
113.459,5.724
124.844,-1.237
2.791,-17.856
132.861,-13.216
100.99,7.211
48.045,20.653
50.239,37.873
235.952,-66.5
351.107,-40.781
239.282,-60.938
356.369,-39.823
119.123,-23.484
281.334,1.207
22.964,-34.052
275.799,56.409
104.055,-21.664
294.24,8.177
123.111,-13.531
281.274,-75.446
54.965,-20.065
320.794,-4.701
291.698,-23.01
337.383,-50.369
35.576,-76.429
197.786,-72.642
10.071,-3.163
270.515,-6.653
59.496,50.733
85.313,-11.146
272.649,-18.672
226.762,49.137
302.091,-7.17
308.657,47.106
41.142,-40.004
245.51,-55.023
2.851,24.822
229.756,-23.914
44.683,-11.01
29.478,0.248
303.45,-18.525
289.953,-20.736
71.073,-7.575
66.132,-15.111
125.958,2.327
131.858,-73.468
321.315,41.178
165.035,10.699
8.748,-24.33
310.774,-54.888
228.963,-21.203
351.296,2.358
140.022,8.428
21.912,53.941
271.779,-37.004
108.373,-12.295
321.477,17.608
1.282,-9.622
171.048,32.181
37.863,-1.531
139.825,-22.744
293.917,-44.669
64.24,-71.609
100.77,-27.061
288.317,-12.083
124.143,-32.843
44.668,-73.018
204.444,53.795
50.335,26.827
146.813,65.156
235.073,-4.802
270.107,-76.819
113.034,-47.051
273.416,-25.528
122.517,-15.269
25.161,-2.116
68.807,64.551
70.413,11.532
238.124,29.073
56.816,3.341
27.265,-47.366
76.486,3.88
43.279,-58.653
53.737,-21.726
176.762,-56.903
115.244,16.368
135.816,9.781
302.287,19.197
243.245,17.376
205.002,-38.976
18.591,-60.443
94.717,-3.982
204.618,-13.486
147.256,-11.597
285.58,57.017
336.844,-7.997
261.563,-58.835
256.772,-50.107
56.372,-73.148
155.32,9.586
162.492,36.65
117.18,-43.988
17.102,-47.644
308.917,-11.528
302.684,3.662
38.963,-57.837
54.937,2.72
59.938,-5.136
197.293,-55.521
209.612,-30.171
23.068,-51.946
327.862,-56.195
227.163,20.726
120.26,2.985
269.199,17.881
326.873,-17.763
335.566,6.32
72.243,50.315
347.7,-57.893
355.704,12.163
100.952,7.735
308.227,17.169
323.574,59.498
4.904,47.294
183.118,12.928
8.712,-52.408
61.784,-3.84
179.811,41.272
60.228,-39.064
159.16,-70.099
166.753,-40.813
276.79,-36.273
22.039,-11.847
104.742,-51.424
321.305,54.117
95.718,-44.668
228.18,-9.524
58.067,-43.564
129.685,-24.18
183.185,23.054
230.087,81.765
122.874,56.948
232.553,-33.171
65.817,-50.531
294.558,-32.42
288.103,-1.152
119.498,-13.862
299.582,-23.259
90.894,25.138
135.022,53.227
21.712,49.942
122.677,-10.796
127.528,-58.997
145.285,1.982
178.202,-27.841
229.112,-46.76
328.567,-39.947
212.545,-19.454
106.664,-0.574
210.67,16.447
281.463,43.044
147.367,-53.983
347.884,-4.288
328.549,-31.07
106.885,-35.112
272.718,-2.106
319.151,-84.382
174.701,-19.066
27.68,-6.782
9.78,-16.547
286.69,-61.092
162.544,46.519
3.134,-26.416
282.702,8.494
141.968,-74.841
170.47,21.766
338.006,-30.953
103.191,-42.512
140.472,51.081
132.176,-0.384
338.551,3.13
314.981,-37.948
110.695,26.881
103.255,-26.413
223.165,-6.15
2.326,18.485
287.384,13.794
182.396,7.375
28.694,-43.978
50.38,-0.454
306.698,-39.259
329.341,44.233
1.262,-45.502
49.204,52.872
173.685,-28.468
40.339,24.605
176.365,42.932
18.572,36.235
22.552,-5.552
297.511,-39.915
141.629,-0.517
335.778,-17.909
171.062,53.057
20.572,7.13
267.989,-49.503
298.178,-12.25
113.801,-31.729
11.166,7.914
344.939,25.392
89.789,27.733
246.062,-40.03
36.98,59.903
351.159,34.592
107.27,-21.817
294.004,-34.94
33.71,-8.306
54.131,-14.226
69.791,58.258
209.333,39.625
282.664,2.293
250.416,-4.766
95.076,27.775
64.341,-12.434
309.568,11.319
200.585,13.668
272.032,-53.143
276.564,-15.123
228.561,22.761
19.031,4.597
57.392,-1.922
277.77,-9.78
39.076,26.929
232.492,-24.869
118.766,-27.137
259.069,71.331
147.634,65.427
53.163,58.299
294.928,0.028
299.421,-35.758
60.899,-15.191
123.132,-49.508
307.997,-40.553
281.615,53.859
351.807,-9.387
251.551,-30.395
206.647,-13.854
333.522,5.062
351.455,-68.051
274.313,2.188
281.634,-20.667
225.597,-49.779
297.142,-30.126
92.437,-31.494
118.258,54.741
206.842,-14.472
1.542,-26.719
352.181,-18.891
237.758,27.45
154.542,-4.164
64.567,-4.299
6.377,52.454
73.038,53.411
2.644,-39.966
188.511,23.566
4.598,10.734
359.856,8.12
240.23,-13.8
205.415,58.969
315.674,-29.395
253.911,20.221
328.442,1.904
282.923,-64.146
40.879,-59.555
278.931,-48.354
348.794,-27.728
249.584,62.835
152.493,9.233
119.789,27.854
118.233,-24.975
322.201,41.605
343.108,-13.666
291.526,-20.939
117.094,21.168
46.731,40.186
92.993,-34.431
212.54,-6.337
357.813,-25.095
113.603,-41.395
286.847,-46.039
233.045,-40.433
327.974,17.407
196.287,4.352
153.704,18.735
83.068,34.795
167.508,-39.457
173.992,-43.642
26.162,-64.146
304.8,-30.324
258.566,-13.495
107.48,-18.297
90.632,-29.061
119.754,-82.19
215.144,34.172
10.612,-43.226
169.168,-0.553
303.308,-22.034
280.992,-15.335
161.697,-10.645
325.197,-5.388
77.902,45.322
122.85,-14.601
244.68,-52.705
140.785,60.562
312.262,-27.787
148.372,60.46
6.4,-3.993
311.821,63.702
157.337,-43.301
183.681,-9.192
314.371,17.655
250.326,-15.732
268.515,5.135
144.643,-1.148
284.399,-2.795
197.331,37.504
174.918,5.799
135.399,42.512
355.174,-30.836
31.122,-41.325
46.521,-5.73
177.678,-50.565
294.757,-48.861
204.347,56.538
210.215,-12.498
46.796,15.819
276.132,-60.803
221.244,-9.117
273.13,-55.54
14.354,-0.712
316.262,-29.581
79.296,34.687
165.655,43.268
135.405,12.576
74.397,51.803
120.122,-24.522
211.084,-4.865
322.088,-28.01
90.045,-52.596
21.157,-5.586
321.712,-56.618
12.844,-57.343
301.69,45.776
252.678,3.362
252.007,-26.128
324.451,14.744
327.84,21.701
113.639,38.684
116.318,63.016
220.402,-30.523
338.39,-41.1
151.983,-2.062
22.589,59.678
34.141,53.92
292.529,-14.856
225.856,54.001
91.04,-5.989
359.703,-15.537
356.592,-72.635
27.49,15.552
72.27,61.547
320.164,54.595
217.117,-4.61
36.75,-46.38
263.031,-62.575
236.688,-49.606
275.936,-5.542
75.82,-8.445
283.191,-42.68
96.447,23.732
37.817,0.856
113.106,-33.67
69.426,-16.012
331.961,6.355
128.264,-23.238
32.232,-16.756
338.343,6.906
34.771,44.479
73.032,22.775
44.969,0.649
209.21,-73.402
236.916,-58.48
29.362,42.265
252.677,7.056
149.478,-40.234
229.526,-26.495
136.547,-9.394
41.903,-8.088
299.721,-20.408
238.686,10.623
240.265,10.815
222.817,-2.389
229.669,-13.693
96.338,6.44
21.967,76.86
120.04,-3.625
75.838,-12.54
353.595,-5.222
269.118,38.999
37.658,-3.62
298.23,-22.018
73.29,-63.571
92.547,14.364
277.016,78.16
190.259,-17.866
236.722,-22.873
221.845,57.333
59.952,28.455
223.826,-28.376
89.002,-41.617
12.735,-19.796
108.662,-57.061
88.092,-75.189
58.203,-45.772
63.744,-5.45
126.473,-27.834
78.57,-49.431
186.313,54.648
23.474,9.016
351.756,4.492
59.596,34.469
187.064,26.558
187.379,-5.459
217.085,-28.234
226.258,-74.229
68.688,30.557
49.63,-44.103
209.863,35.601
44.697,34.495
131.178,-1.678
88.231,22.188
298.171,-23.587
98.065,-32.18
345.5,15.839
84.677,-76.24
64.374,-64.285
12.191,36.96
64.109,4.86
18.662,-54.894
346.1,11.846
179.153,-55.98
276.29,-14.64
35.914,-55.682
296.755,-46.061
111.393,12.013
75.513,-38.703
199.812,5.712
117.983,-0.049
242.245,-27.317
245.628,-57.531
60.783,64.541
104.073,21.222
313.551,-6.992
311.532,33.019
122.345,5.435
74.476,-25.963
327.342,-3.483
319.853,-48.951
242.597,-18.407
47.387,-69.354
339.089,38.521
101.425,9.303
220.816,-14.845
201.078,5.316
123.993,1.411
88.293,64.739
200.434,-50.851
233.625,-19.884
213.749,18.082
260.555,-68.105
160.522,-24.945
44.466,-85.11
95.788,-23.098
57.872,17.901
153.289,-35.568
173.655,7.613
256.127,17.559
101.439,-16.673
333.092,-43.929
191.666,33.117
81.035,-18.952
149.133,-10.469
29.062,-26.998
273.587,-17.307
244.453,-31.452
199.214,-6.826
283.697,-45.606
104.267,-7.696
117.259,-61.107
334.353,-25.666
22.577,27.576
239.888,15.898
260.359,-76.614
54.633,74.194
226.173,-36.35
323.601,-61.83
144.843,65.961
239.543,-22.585
120.336,68.082
134.097,5.513
176.936,50.906
47.634,39.384
359.158,-41.578
177.19,-54.798
192.871,0.317
304.02,-73.385
38.143,-62.534
207.971,-15.899
207.246,-32.156
4.095,1.465
247.875,63.656
268.355,25.748
335.589,-15.54
221.267,-37.901
205.977,6.106
249.357,-48.426
223.638,-9.901
58.815,-32.353
23.172,60.477
145.591,0.491
191.157,-65.972
246.664,-4.33
24.256,7.933
96.774,-5.711
226.987,-73.675
94.782,-8.944
240.832,54.815
252.033,-87.074
121.539,31.968
50.648,53.876
119.991,-0.608
274.769,-1.611
60.695,-2.656
347.927,64.228
148.715,-46.805
97.459,-63.859
38.89,54.06
124.482,35.025
123.926,-1.532
245.453,-3.282
351.395,-32.511
153.529,13.11
148.656,46.086
218.412,-29.721
308.825,-5.698
112.609,-50.669
16.939,80.519
79.695,-50.102
341.108,-30.854
115.024,13.825
132.362,-67.274
258.284,25.333
281.616,-49.718
228.517,-30.49
136.735,-64.703
136.849,-22.251
279.631,-26.822
76.589,-63.542
285.164,55.579
34.144,-17.429
127.3,-62.276
83.511,25.441
340.958,46.715
157.327,11.61
196.122,56.591
229.748,-25.624
193.72,-29.206
143.915,-39.139
339.4,36.09
177.959,-14.003
342.295,-6.1
246.847,-37.451
248.507,-44.698
6.881,11.553
348.476,-25.712
206.625,64.572
266.367,-56.925
192.125,40.124
4.62,66.934
223.237,-42.231
274.766,-1.85
44.169,17.004
18.002,1.32
184.939,-2.116
341.802,9.145
339.975,-8.062
201.834,48.924
226.378,44.794
9.243,4.841
297.112,-22.753
218.682,-12.462
306.036,-5.881
337.899,-17.94
318.858,-34.17
103.691,-45.725
21.447,-68.52
168.706,-4.937
304.375,-34.956
171.065,32.037
29.745,18.558
145.569,-6.026
257.031,-17.97
215.043,1.918
194.35,-11.638
14.804,-18.685
157.183,-17.215
349.114,-37.339
180.077,-2.881
163.766,12.085
102.033,-19.619
253.229,-49.793
162.275,-25.716
105.312,13.086
332.034,60.356
102.285,31.719
253.303,-16.194
229.022,-70.951
145.034,-61.492
202.441,10.564
171.568,-71.015
172.502,-21.851
120.692,-34.432
94.18,-55.623
357.965,53.169
32.313,8.684
146.649,-59.093
311.216,33.958
206.211,-35.521
297.931,-45.763
82.5,19.978
36.265,-17.81
41.804,34.17
337.981,25.125
83.81,-46.841
351.706,9.477
198.619,-44.814
358.319,-39.491
191.384,39.592
11.124,-65.392
178.309,-25.486
267.698,55.504
274.175,39.838
1.102,-45.069
248.557,-22.247
280.524,-26.489
97.231,-56.352
346.022,73.187
144.372,-47.629
128.172,36.39
109.523,32.228
320.905,-51.403
134.897,-57.48
101.107,45.79
6.576,-19.984
358.878,-33.679
148.386,14.23
228.072,-9.044
359.099,-17.409
306.495,0.641
92.41,4.832
61.43,19.996
4.01,-35.677
218.431,-40.979
330.548,11.271
60.936,-2.829
59.694,-0.584
180.306,7.792
32.93,-46.059
91.906,-20.9
157.184,58.099
274.577,-42.654
9.058,3.433
280.379,-16.904
265.789,-56.567
278.831,39.08
47.127,-68.861
185.269,18.621
152.751,-9.6
0.018,-23.217
82.273,-3.115
284.006,55.056
128.246,-10.239
46.91,3.133
286.062,-30.178
278.384,-46.463
254.596,-32.53
338.415,16.807
342.671,-33.807
93.591,12.037
262.373,-4.886
33.272,-40.543
270.709,57.946
272.68,5.003
320.664,-14.374
247.085,1.564
258.626,-29.191
96.382,17.299
290.647,5.334
285.616,40.277
79.303,-4.192
61.726,-8.689
268.714,-33.124
90.687,17.122
293.692,-0.39
207.218,-18.676
16.547,24.897
251.884,60.498
138.733,12.051
126.74,0.933
259.141,-11.204
309.482,15.569
65.283,14.054
245.203,62.462
288.753,-57.912
269.883,-21.948
187.203,5.65
259.434,-59.731
315.976,-31.743
202.843,-46.939
142.376,-53.617
243.624,9.314
203.755,5.169
221.585,8.107
3.281,-3.363
100.429,-14.622
242.514,21.648
60.819,-51.742
275.245,-0.147
333.878,-64.508
297.18,18.316
199.419,-47.852
258.947,-58.749
159.603,15.768
52.142,-7.951
173.328,-41.033
154.328,58.854
261.035,-43.18
165.51,-40.375
19.506,-25.683
106.799,72.979
206.688,-45.816
338.227,-27.79
25.101,-10.555
302.083,25.744
161.698,63.97
174.841,4.405
130.557,-10.59
248.542,28.976
5.302,-65.408
259.976,-9.285
308.122,4.653
167.228,-23.308
11.718,-55.468
289.112,47.773
316.753,-18.389
228.222,-73.807
42.431,4.298
73.521,11.962
211.307,-78.234
206.083,-24.65
74.57,-24.639
332.22,-77.644
88.702,-29.782
68.812,21.17
213.211,-32.916
136.37,-29.629
322.204,-6.018
223.682,-3.004
15.915,-4.795
40.564,2.881
233.782,-54.125
255.932,-45.807
133.934,-34.174
67.957,62.904
146.583,-12.135
135.171,22.051
28.239,-45.266
109.653,-73.299
167.083,7.682
102.875,-5.171
119.082,-47.551
297.503,-30.334
80.29,-48.424
18.262,36.014
279.401,-62.851
108.474,79.871
74.715,24.761
189.719,-63.647
203.721,24.4
211.807,-3.596
164.144,-29.81
293.268,-4.863
113.083,-47.046
347.267,-4.35
268.616,-1.933
75.676,-46.036
164.832,-29.314
149.509,-10.546
92.683,74.602
111.93,-20.037
339.981,-68.237
141.299,20.943
27.563,-18.776
143.955,-45.008
172.545,-6.531
308.671,-1.675
348.533,-82.185
222.693,-21.134
138.039,-66.695
49.905,-6.278
21.583,-37.514
18.197,-27.977
67.061,-65.014
81.494,-14.924
199.727,-10.161
107.696,-5.931
303.901,-38.941
137.527,20.643
209.229,-4.307
205.921,18.533
38.825,-64.664
195.044,10.654
91.974,6.26
124.611,-7.676
38.969,-29.564
231.656,-42.181
293.977,-39.297
274.335,-32.616
205.103,51.413
37.126,5.051
265.192,-20.144
301.266,-26.889
248.408,-70.019
289.087,-33.507
251.645,44.835
159.57,22.716
62.465,64.485
7.424,-23.021
217.401,-0.346
344.41,-33.139
334.156,-47.702
161.698,-1.189
238.092,-6.814
16.712,-43.511
42.734,-35.352
92.176,35.156
41.609,-15.238
244.69,15.161
169.859,-35.721
216.107,-61.966
86.517,-53.129
51.722,17.289
184.173,33.174
1.646,-24.345
124.105,-62.045
292.283,-58.822
289.892,-33.309
197.668,-22.798
271.029,23.902
186.261,-9.387
299.315,-0.839
48.52,-63.858
303.428,28.829
134.216,-26.143
171.738,-21.931
325.144,11.362
286.682,-8.892
243.476,-45.014
278.27,58.737
122.505,31.376
46.596,-19.215
137.993,-58.709
108.798,-28.985
38.408,-16.527
124.742,17.332
347.845,-55.025
129.689,6.647
297.141,-77.897
297.52,15.189
27.549,4.663
325.571,-40.818
132.51,-8.238
83.468,-35.596
84.218,-49.583
100.568,-58.234
297.938,-12.656
355.286,-10.366
335.135,34.593
98.457,40.294
166.595,61.793
113.364,-44.458
30.037,-25.194
109.463,-23.791
111.452,0.961
104.464,-24.58
197.338,-4.188
268.417,21.024
170.709,-18.554
156.907,-78.476
165.778,-60.899
128.935,89.026
167.016,-7.034
168.46,-8.052
327.693,13.485
212.869,41.531
72.877,6.964
218.572,-40.634
30.577,6.638
20.356,-70.968
239.234,72.31
341.386,-38.483
80.498,29.76
106.515,67.634
59.673,-17.549
221.808,-60.623
8.215,-16.751
316.017,41.103
258.722,-50.848
91.012,3.193
71.379,-9.576
83.142,-82.771
268.912,10.528
303.912,11.067
